,BLUEBOOK,TRAVTIME,INCOME,MVR_PTS,AGE,CLM_AMT
6028,16430.0,34.0,39220.0,11.0,49.0,4802.0
6035,26460.0,33.0,45215.0,4.0,50.0,6539.0
6038,6800.0,8.0,30319.0,2.0,53.0,5212.0
6039,6400.0,69.0,0.0,7.0,49.0,1869.0
6043,1500.0,49.0,38668.0,2.0,51.0,731.0
6044,20710.0,34.0,73463.0,2.0,58.0,3872.0
6046,7200.0,39.0,106140.0,4.0,57.0,7058.0
6050,5800.0,38.0,69236.0,0.0,44.0,4042.0
6051,12800.0,25.0,12854.0,3.0,39.0,5441.0
6054,7470.0,31.0,0.0,3.0,40.0,6415.0
6059,15030.0,88.0,64379.0,0.0,35.0,8351.0
6060,24660.0,18.0,62615.0,4.0,32.0,4090.0
6061,6000.0,40.0,0.0,1.0,45.0,1221.0
6064,4600.0,51.0,82407.0,0.0,33.0,3419.0
6066,13320.0,34.0,64155.0,1.0,54.0,3548.0
6067,10610.0,48.0,42071.0,8.0,49.0,3352.0
6069,22960.0,38.0,52292.0,3.0,42.0,3350.0
6075,11840.0,25.0,101470.0,3.0,45.0,3393.0
6076,9150.0,36.0,0.0,4.0,32.0,1791.0
6077,3900.0,29.0,110880.0,3.0,26.0,8097.0
6078,32950.0,27.0,180034.0,3.0,53.0,2827.0
6083,10890.0,47.0,78341.0,2.0,37.0,2763.0
6085,13810.0,53.0,65398.0,0.0,64.0,6162.0
6087,3260.0,39.0,43915.0,2.0,27.0,3677.0
6090,6000.0,36.0,85545.0,4.0,41.0,7531.0
6094,12380.0,26.0,57782.0,1.0,51.0,4892.0
6095,11780.0,30.0,59896.0,4.0,25.0,7563.0
6098,5200.0,40.0,0.0,0.0,37.0,2188.0
6099,30200.0,22.0,231004.0,0.0,56.0,4435.0
6103,10750.0,28.0,37523.0,0.0,55.0,4041.0
6107,7380.0,47.0,0.0,5.0,48.0,7008.0
6116,16070.0,14.0,65801.0,3.0,45.0,4804.0
6118,23100.0,39.0,66452.0,2.0,35.0,3491.0
6123,17700.0,37.0,35120.0,1.0,60.0,3749.0
6124,6100.0,24.0,37192.0,4.0,46.0,4876.0
6125,24120.0,8.0,70839.0,1.0,55.0,3134.0
6129,18070.0,28.0,0.0,0.0,53.0,3674.0
6134,13140.0,51.0,0.0,9.0,58.0,3172.0
6147,8150.0,50.0,19527.0,2.0,47.0,6059.0
6150,5300.0,40.0,19122.0,0.0,38.0,1519.0
6153,14900.0,16.0,0.0,4.0,27.0,5270.0
6154,8820.0,16.0,0.0,2.0,49.0,1911.0
6158,3910.0,28.0,30111.0,1.0,46.0,7692.0
6161,14940.0,29.0,14522.0,8.0,48.0,4638.0
6168,6780.0,33.0,26177.0,5.0,33.0,1756.0
6169,18790.0,30.0,44955.0,2.0,42.0,3128.0
6173,34380.0,40.0,85183.0,2.0,47.0,5761.0
6174,8380.0,28.0,36611.0,1.0,61.0,5386.0
6176,11440.0,33.0,69357.0,0.0,30.0,2051.0
6177,7600.0,45.0,179536.0,0.0,61.0,6612.0
6181,3750.0,29.0,32505.0,11.0,43.0,5724.0
6183,19100.0,67.0,24178.0,2.0,45.0,3347.0
6193,13870.0,45.0,62706.0,4.0,61.0,9945.0
6196,4910.0,38.0,34084.0,1.0,42.0,6076.0
6197,3830.0,33.0,0.0,0.0,28.0,6914.0
6199,6000.0,29.0,67633.0,3.0,45.0,2559.0
6208,13570.0,44.0,59690.0,0.0,61.0,4037.0
6210,18760.0,33.0,106194.0,0.0,42.0,1620.0
6212,10450.0,5.0,54960.0,2.0,39.0,5216.0
6217,14980.0,46.0,50872.0,0.0,35.0,4174.0
6219,26580.0,34.0,0.0,0.0,51.0,3737.0
6220,11250.0,41.0,35168.0,0.0,53.0,5139.0
6223,12140.0,40.0,52409.0,2.0,54.0,3351.0
6224,14420.0,46.0,39019.0,0.0,36.0,4440.0
6228,15280.0,33.0,12291.0,2.0,64.0,4420.0
6231,8160.0,43.0,907.0,4.0,36.0,2829.0
6247,18800.0,37.0,9950.0,7.0,42.0,3693.0
6248,15070.0,25.0,0.0,2.0,44.0,2778.0
6254,11580.0,34.0,61320.0,5.0,36.0,3698.0
6256,15290.0,36.0,18004.0,0.0,35.0,3442.0
6260,11520.0,27.0,40248.0,1.0,38.0,4487.0
6261,8700.0,5.0,0.0,0.0,33.0,4575.0
6262,10060.0,27.0,3355.0,0.0,25.0,8199.0
6263,6000.0,39.0,35441.0,6.0,45.0,7108.0
6279,9790.0,45.0,55977.0,4.0,54.0,2379.0
6283,25120.0,15.0,40015.0,2.0,40.0,4274.0
6290,5900.0,65.0,0.0,7.0,44.0,2953.0
6298,5400.0,29.0,23919.0,4.0,39.0,5499.0
6308,16370.0,32.0,111701.0,1.0,44.0,5626.0
6309,29900.0,36.0,71544.0,0.0,50.0,2217.0
6314,16370.0,32.0,80153.0,0.0,61.0,2000.0
6319,5900.0,41.0,29914.0,1.0,44.0,3585.0
6322,5200.0,53.0,12216.0,2.0,38.0,2703.0
6327,26440.0,14.0,82565.0,0.0,40.0,5800.0
6328,3790.0,49.0,3871.0,8.0,19.0,3854.0
6329,1800.0,65.0,3044.0,4.0,49.0,4873.0
6342,10330.0,45.0,51724.0,2.0,29.0,4790.0
6345,7350.0,30.0,82536.0,2.0,49.0,1315.0
6349,15050.0,30.0,97059.0,0.0,57.0,2365.0
6352,2750.0,32.0,0.0,1.0,40.0,2149.0
6353,12170.0,31.0,49121.0,7.0,33.0,3527.0
6358,1500.0,24.0,0.0,9.0,48.0,3620.0
6360,21380.0,25.0,116247.0,0.0,39.0,5563.0
6366,26020.0,81.0,39055.0,5.0,41.0,4212.0
6369,16850.0,31.0,41359.0,4.0,53.0,6405.0
6371,1500.0,48.0,164420.0,2.0,54.0,3736.0
6378,11290.0,36.0,72334.0,4.0,51.0,3939.0
6385,1500.0,66.0,0.0,0.0,50.0,2663.0
6388,1500.0,44.0,0.0,1.0,45.0,5645.0
6392,15380.0,19.0,51551.0,3.0,38.0,3220.0
6396,8770.0,49.0,12301.0,11.0,22.0,2546.0
6402,42170.0,37.0,54877.0,0.0,55.0,1125.0
6403,6900.0,28.0,8467.0,0.0,45.0,6868.0
6406,23330.0,69.0,63364.0,0.0,35.0,5423.0
6413,10890.0,27.0,26606.0,0.0,31.0,2394.0
6427,8050.0,5.0,53431.0,5.0,43.0,4009.0
6436,6200.0,26.0,46952.0,0.0,50.0,3731.0
6440,18560.0,35.0,60432.0,0.0,60.0,7369.0
6446,7740.0,27.0,14410.0,3.0,48.0,7204.0
6452,23950.0,26.0,14320.0,0.0,38.0,6880.0
6457,18300.0,32.0,67112.0,7.0,62.0,4287.0
6465,7500.0,47.0,0.0,2.0,60.0,4586.0
6466,24520.0,36.0,0.0,8.0,43.0,3784.0
6474,9190.0,24.0,16919.0,0.0,60.0,2386.0
6480,37810.0,41.0,70198.0,0.0,52.0,934.0
6485,18270.0,20.0,30290.0,3.0,39.0,1841.0
6489,25090.0,30.0,57446.0,1.0,47.0,5324.0
6494,9750.0,51.0,0.0,7.0,38.0,4913.0
6497,13950.0,45.0,131766.0,0.0,36.0,4495.0
6499,11210.0,5.0,34199.0,4.0,64.0,8550.0
6501,3350.0,68.0,70750.0,3.0,39.0,3423.0
6507,11400.0,18.0,56969.0,5.0,42.0,4083.0
6510,44250.0,27.0,165769.0,8.0,44.0,3459.0
6512,9310.0,27.0,23094.0,0.0,39.0,3091.0
6521,5850.0,37.0,43476.0,0.0,38.0,5769.0
6526,19380.0,33.0,90326.0,0.0,40.0,4392.0
6535,18110.0,44.0,32033.0,7.0,57.0,5834.0
6537,17540.0,43.0,105992.0,0.0,35.0,4771.0
6538,22430.0,10.0,0.0,8.0,26.0,2357.0
6542,18900.0,5.0,51303.0,8.0,51.0,5374.0
6545,19620.0,70.0,62049.0,0.0,60.0,1151.0
6548,7770.0,28.0,22705.0,5.0,40.0,59.0
6562,5730.0,17.0,28634.0,5.0,60.0,471.0
6573,13850.0,12.0,18564.0,3.0,44.0,2059.0
6575,10170.0,6.0,13235.0,3.0,57.0,2422.0
6577,16810.0,37.0,105051.0,2.0,48.0,1894.0
6579,19450.0,64.0,126548.0,0.0,53.0,1058.0
6580,24850.0,27.0,56566.0,3.0,50.0,6691.0
6581,13020.0,25.0,75188.0,4.0,40.0,1436.0
6585,14060.0,54.0,56828.0,3.0,45.0,937.0
6587,17050.0,38.0,37794.0,4.0,55.0,5631.0
6590,5200.0,56.0,20145.0,0.0,38.0,5192.0
6592,11160.0,56.0,44866.0,9.0,63.0,5692.0
6599,19070.0,55.0,85273.0,5.0,40.0,4246.0
6602,18790.0,41.0,133920.0,0.0,39.0,4172.0
6610,25730.0,30.0,41230.0,10.0,38.0,6528.0
6613,12150.0,36.0,54297.0,0.0,63.0,2643.0
6621,19240.0,45.0,53041.0,9.0,33.0,2439.0
6623,15500.0,28.0,102020.0,5.0,38.0,3726.0
6637,16790.0,14.0,234825.0,7.0,44.0,4262.0
6644,26630.0,46.0,63301.0,1.0,52.0,5399.0
6646,21670.0,24.0,147351.0,0.0,52.0,5908.0
6648,24160.0,7.0,63260.0,9.0,48.0,1748.0
6652,5500.0,49.0,0.0,0.0,40.0,2295.0
6654,8090.0,20.0,15905.0,3.0,50.0,5982.0
6656,1500.0,22.0,0.0,7.0,44.0,7539.0
6659,12960.0,56.0,776.0,0.0,49.0,2027.0
6662,14210.0,12.0,89065.0,0.0,38.0,5143.0
6666,44130.0,28.0,59961.0,4.0,51.0,3509.0
6673,23380.0,62.0,148595.0,4.0,36.0,3488.0
6684,15380.0,36.0,127504.0,3.0,35.0,1973.0
6695,16730.0,15.0,70745.0,4.0,58.0,2318.0
6701,16280.0,38.0,0.0,2.0,36.0,727.0
6704,9720.0,26.0,40197.0,0.0,38.0,4322.0
6705,13540.0,27.0,77437.0,5.0,43.0,2323.0
6706,26020.0,42.0,7308.0,4.0,32.0,6506.0
6715,5950.0,49.0,5538.0,0.0,39.0,1097.0
6716,2070.0,42.0,5678.0,1.0,37.0,3327.0
6721,12350.0,22.0,47534.0,0.0,61.0,4578.0
6726,6300.0,38.0,33434.0,2.0,48.0,3682.0
6733,3680.0,46.0,37806.0,0.0,34.0,1324.0
6734,10780.0,25.0,44808.0,4.0,48.0,3806.0
6735,13510.0,5.0,70135.0,0.0,50.0,4667.0
6739,22060.0,47.0,136585.0,0.0,41.0,2489.0
6740,24660.0,29.0,56447.0,0.0,41.0,5901.0
6745,16880.0,34.0,0.0,0.0,38.0,2437.0
6746,30950.0,41.0,134582.0,1.0,51.0,6006.0
6747,18710.0,45.0,54922.0,0.0,35.0,1475.0
6749,12230.0,16.0,67700.0,7.0,40.0,5117.0
6750,6200.0,51.0,0.0,0.0,47.0,838.0
6752,4100.0,16.0,0.0,4.0,26.0,6167.0
6753,23270.0,40.0,18127.0,7.0,37.0,2745.0
6758,6000.0,28.0,111560.0,4.0,45.0,1379.0
6760,6440.0,48.0,49370.0,0.0,48.0,2590.0
6761,8650.0,32.0,14500.0,3.0,57.0,6579.0
6762,6600.0,48.0,28637.0,1.0,53.0,3352.0
6764,12510.0,36.0,24062.0,2.0,39.0,6481.0
6767,7780.0,52.0,23756.0,0.0,39.0,5431.0
6769,11670.0,5.0,73988.0,3.0,33.0,7476.0
6770,26480.0,30.0,180733.0,0.0,43.0,3467.0
6771,5330.0,24.0,38317.0,4.0,36.0,3008.0
6781,21780.0,13.0,23048.0,3.0,37.0,7234.0
6789,15370.0,27.0,0.0,4.0,28.0,2988.0
6792,38870.0,20.0,38871.0,1.0,46.0,2300.0
6795,26710.0,24.0,33332.0,0.0,48.0,3662.0
6800,10150.0,35.0,36504.0,4.0,50.0,2299.0
6805,8190.0,32.0,19063.0,6.0,32.0,2518.0
6808,26020.0,47.0,56946.0,0.0,67.0,1808.0
6809,6300.0,31.0,34390.0,4.0,49.0,4758.0
6813,11280.0,40.0,48198.0,7.0,48.0,867.0
6815,5000.0,46.0,71827.0,3.0,35.0,5979.0
6817,33500.0,42.0,217967.0,1.0,46.0,7698.0
6821,21990.0,69.0,26727.0,9.0,39.0,1433.0
6824,7100.0,45.0,0.0,0.0,56.0,5428.0
6827,12980.0,25.0,69777.0,4.0,41.0,2391.0
6828,15750.0,18.0,46087.0,4.0,59.0,2928.0
6830,10970.0,45.0,37694.0,2.0,57.0,4538.0
6831,40100.0,22.0,0.0,2.0,53.0,5725.0
6833,8950.0,51.0,34512.0,7.0,40.0,4696.0
6834,20140.0,14.0,32494.0,7.0,35.0,2483.0
6836,7020.0,26.0,55183.0,2.0,47.0,807.0
6843,14030.0,40.0,60349.0,1.0,65.0,5400.0
6845,12650.0,32.0,70478.0,2.0,41.0,3589.0
6846,5720.0,16.0,3241.0,0.0,39.0,3125.0
6848,16450.0,54.0,114506.0,2.0,35.0,5689.0
6852,7940.0,20.0,479.0,4.0,18.0,2927.0
6855,5600.0,31.0,38813.0,0.0,41.0,742.0
6860,19680.0,51.0,35457.0,2.0,45.0,4506.0
6865,6590.0,50.0,20575.0,4.0,58.0,4820.0
6869,1500.0,38.0,31392.0,1.0,47.0,1150.0
6876,5100.0,13.0,0.0,2.0,36.0,3317.0
6877,2990.0,31.0,14903.0,5.0,34.0,3776.0
6878,22160.0,45.0,134888.0,4.0,50.0,5322.0
6879,15780.0,65.0,35133.0,0.0,56.0,2773.0
6882,9640.0,13.0,41356.0,8.0,40.0,5253.0
6883,5500.0,25.0,92951.0,0.0,40.0,3321.0
6887,21360.0,28.0,36730.0,5.0,60.0,7359.0
6888,9880.0,21.0,40754.0,2.0,43.0,595.0
6891,6900.0,24.0,15927.0,3.0,36.0,4367.0
6892,11190.0,24.0,0.0,6.0,33.0,5987.0
6901,8940.0,38.0,35362.0,0.0,39.0,4347.0
6909,13870.0,35.0,67745.0,9.0,56.0,979.0
6911,22460.0,46.0,71827.0,7.0,35.0,2964.0
6919,22420.0,33.0,65442.0,1.0,45.0,3396.0
6922,23360.0,64.0,51371.0,3.0,49.0,3745.0
6924,13930.0,10.0,0.0,5.0,33.0,4910.0
6929,9360.0,13.0,3461.0,7.0,22.0,2444.0
6942,35500.0,55.0,8027.0,2.0,45.0,4740.0
6943,11100.0,19.0,0.0,3.0,41.0,1153.0
6944,6300.0,55.0,84042.0,2.0,48.0,2639.0
6945,14290.0,20.0,76916.0,4.0,51.0,1366.0
6948,10760.0,35.0,43560.0,3.0,49.0,4485.0
6961,12370.0,70.0,55659.0,1.0,53.0,3231.0
6963,16710.0,68.0,61705.0,0.0,45.0,5434.0
6967,8460.0,44.0,30618.0,4.0,39.0,2662.0
6969,7600.0,40.0,12981.0,5.0,48.0,2462.0
6972,17890.0,60.0,50879.0,0.0,35.0,594.0
6975,3980.0,69.0,803.0,0.0,24.0,714.0
6977,20580.0,41.0,51041.0,3.0,51.0,1107.0
6979,9550.0,19.0,37520.0,0.0,43.0,5700.0
6987,18510.0,37.0,57615.0,2.0,41.0,3698.0
7000,5800.0,62.0,44059.0,2.0,42.0,8671.0
7012,19840.0,19.0,22358.0,8.0,47.0,3824.0
7016,16380.0,29.0,33538.0,6.0,34.0,8623.0
7018,1500.0,25.0,116247.0,2.0,39.0,4168.0
7022,30390.0,16.0,70400.0,0.0,57.0,5097.0
7025,22780.0,21.0,61068.0,5.0,49.0,7111.0
7031,15020.0,57.0,103903.0,6.0,40.0,4290.0
7032,21070.0,23.0,39099.0,0.0,59.0,4666.0
7033,22480.0,50.0,39157.0,5.0,52.0,2996.0
7042,13500.0,40.0,119975.0,0.0,57.0,8521.0
7043,9210.0,13.0,26694.0,0.0,39.0,7442.0
7046,22440.0,53.0,67954.0,3.0,51.0,1741.0
7057,26920.0,52.0,15512.0,2.0,52.0,1972.0
7058,10420.0,58.0,89240.0,3.0,58.0,8712.0
7063,8090.0,51.0,65885.0,2.0,41.0,4390.0
7064,19390.0,32.0,51677.0,2.0,49.0,3643.0
7071,37070.0,15.0,78329.0,1.0,51.0,1264.0
7072,12570.0,31.0,45594.0,0.0,59.0,3141.0
7073,24900.0,52.0,8585.0,1.0,60.0,1511.0
7074,6300.0,58.0,116927.0,7.0,50.0,2641.0
7083,14330.0,24.0,41855.0,0.0,31.0,4448.0
7087,7730.0,38.0,4334.0,5.0,58.0,4906.0
7088,20630.0,14.0,81254.0,0.0,59.0,4970.0
7091,10530.0,50.0,16069.0,1.0,37.0,5072.0
7092,16400.0,60.0,96729.0,3.0,46.0,6978.0
7095,10880.0,49.0,48284.0,2.0,46.0,6663.0
7096,13590.0,34.0,78883.0,3.0,42.0,3270.0
7099,13160.0,22.0,77591.0,4.0,39.0,1710.0
7106,5700.0,10.0,36463.0,5.0,42.0,5662.0
7114,5900.0,40.0,0.0,0.0,44.0,8861.0
7116,5200.0,40.0,82971.0,6.0,37.0,5300.0
7120,1500.0,32.0,40681.0,1.0,50.0,602.0
7123,9390.0,30.0,5409.0,4.0,44.0,5063.0
7124,16130.0,41.0,9785.0,4.0,41.0,4748.0
7134,20520.0,34.0,215158.0,2.0,39.0,1643.0
7151,7410.0,47.0,23245.0,4.0,25.0,5642.0
7156,19620.0,44.0,67295.0,1.0,40.0,1619.0
7160,4800.0,41.0,55353.0,0.0,34.0,6961.0
7162,11550.0,43.0,49451.0,2.0,51.0,2746.0
7165,4300.0,49.0,0.0,6.0,28.0,2351.0
7169,17860.0,35.0,100099.0,1.0,52.0,5065.0
7179,23340.0,27.0,43301.0,8.0,42.0,3350.0
7181,19620.0,8.0,0.0,2.0,42.0,3089.0
7188,31440.0,34.0,73342.0,0.0,48.0,4691.0
7194,8080.0,48.0,65825.0,0.0,54.0,3238.0
7196,36350.0,33.0,162818.0,3.0,57.0,2106.0
7197,2800.0,30.0,12953.0,0.0,43.0,2112.0
7199,14990.0,39.0,44497.0,0.0,49.0,2668.0
7207,6200.0,27.0,30229.0,3.0,47.0,3043.0
7214,9580.0,41.0,80824.0,0.0,44.0,5453.0
7222,15810.0,40.0,81255.0,0.0,45.0,5951.0
7223,15770.0,9.0,6607.0,0.0,33.0,677.0
7224,5300.0,17.0,0.0,4.0,38.0,1897.0
7225,9930.0,58.0,59833.0,0.0,39.0,3521.0
7227,6100.0,9.0,31162.0,3.0,40.0,1737.0
7230,20510.0,16.0,0.0,7.0,27.0,5003.0
7231,9090.0,51.0,0.0,0.0,42.0,5400.0
7236,8770.0,36.0,35718.0,4.0,37.0,2144.0
7238,6990.0,33.0,54909.0,3.0,31.0,724.0
7239,11510.0,33.0,29955.0,1.0,45.0,7291.0
7241,7770.0,25.0,4716.0,1.0,54.0,6491.0
7251,44130.0,52.0,74343.0,0.0,51.0,4208.0
7259,24680.0,12.0,77344.0,2.0,48.0,6607.0
7264,9190.0,22.0,33888.0,5.0,43.0,3393.0
7267,22950.0,18.0,33087.0,6.0,35.0,4363.0
7273,8410.0,38.0,63990.0,3.0,46.0,3281.0
7290,27140.0,60.0,93870.0,3.0,50.0,7911.0
7296,14990.0,50.0,21001.0,5.0,38.0,2746.0
7299,4900.0,17.0,0.0,3.0,34.0,960.0
7304,17560.0,19.0,71179.0,5.0,38.0,2468.0
7305,8130.0,21.0,21335.0,10.0,45.0,1856.0
7308,18820.0,38.0,23553.0,2.0,28.0,6387.0
7309,6100.0,50.0,49680.0,0.0,46.0,7145.0
7311,12120.0,36.0,52206.0,8.0,54.0,5126.0
7319,30260.0,39.0,105307.0,3.0,38.0,1696.0
7320,18820.0,13.0,68485.0,0.0,46.0,5102.0
7328,33760.0,51.0,116092.0,7.0,37.0,6261.0
7330,8960.0,24.0,44609.0,0.0,30.0,5452.0
7332,13780.0,23.0,61105.0,0.0,40.0,3022.0
7333,13400.0,29.0,69071.0,1.0,43.0,2819.0
7336,10870.0,43.0,60707.0,3.0,33.0,3976.0
7348,26900.0,22.0,11545.0,3.0,52.0,721.0
7349,8860.0,12.0,73581.0,9.0,41.0,7491.0
7352,17680.0,52.0,88137.0,0.0,37.0,5847.0
7353,11230.0,43.0,53303.0,3.0,44.0,5458.0
7357,31000.0,46.0,36436.0,5.0,43.0,7199.0
7365,21390.0,55.0,52722.0,0.0,54.0,6093.0
7369,6500.0,61.0,42226.0,0.0,50.0,4477.0
7370,14320.0,46.0,96291.0,5.0,35.0,1700.0
7376,4900.0,26.0,0.0,2.0,34.0,1443.0
7377,3790.0,49.0,3871.0,4.0,19.0,4386.0
7380,5500.0,5.0,63913.0,1.0,40.0,3549.0
7383,5200.0,58.0,158489.0,1.0,37.0,1137.0
7384,14080.0,44.0,0.0,1.0,43.0,3211.0
7389,16220.0,14.0,58914.0,2.0,40.0,4623.0
7391,14480.0,33.0,38388.0,7.0,46.0,5761.0
7405,29850.0,48.0,80127.0,3.0,45.0,5181.0
7407,11730.0,58.0,0.0,9.0,34.0,5082.0
7418,15850.0,46.0,32265.0,0.0,40.0,5105.0
7420,38200.0,24.0,164848.0,4.0,55.0,3982.0
7421,23320.0,44.0,16436.0,0.0,34.0,4878.0
7435,16050.0,50.0,84255.0,4.0,32.0,2121.0
7442,10550.0,41.0,51524.0,7.0,39.0,3857.0
7444,10960.0,23.0,13991.0,1.0,23.0,6850.0
7448,6600.0,56.0,18273.0,5.0,51.0,5176.0
7451,20540.0,44.0,115320.0,3.0,49.0,2285.0
7452,11160.0,16.0,60589.0,2.0,36.0,779.0
7455,12640.0,36.0,48144.0,3.0,53.0,4626.0
7461,10340.0,15.0,45416.0,3.0,43.0,9605.0
7470,19030.0,56.0,127253.0,1.0,48.0,6770.0
7471,14640.0,22.0,62290.0,0.0,38.0,3667.0
7475,31810.0,44.0,0.0,0.0,34.0,8138.0
7480,12270.0,5.0,0.0,4.0,36.0,7106.0
7481,7670.0,24.0,23711.0,5.0,38.0,5759.0
7482,11500.0,41.0,65166.0,0.0,45.0,5866.0
7487,16560.0,45.0,75263.0,3.0,36.0,5831.0
7490,27540.0,25.0,136371.0,3.0,46.0,4059.0
7494,17750.0,20.0,41796.0,0.0,43.0,4136.0
7498,6300.0,37.0,0.0,3.0,48.0,361.0
7500,22500.0,17.0,0.0,5.0,27.0,1220.0
7502,19790.0,34.0,36626.0,4.0,58.0,4629.0
7503,10860.0,21.0,25972.0,4.0,53.0,4797.0
7506,25950.0,38.0,104682.0,8.0,44.0,1751.0
7510,15270.0,64.0,77658.0,7.0,60.0,840.0
7511,11780.0,41.0,62849.0,3.0,40.0,3659.0
7514,31500.0,25.0,30848.0,3.0,37.0,3425.0
7521,9920.0,36.0,24498.0,0.0,40.0,3076.0
7526,28190.0,22.0,98273.0,1.0,34.0,4093.0
7528,4900.0,5.0,26777.0,7.0,34.0,9769.0
7529,10810.0,51.0,93067.0,2.0,36.0,3489.0
7533,4630.0,45.0,20631.0,0.0,30.0,1875.0
7541,11010.0,38.0,48983.0,0.0,49.0,3226.0
7545,8260.0,15.0,59566.0,1.0,40.0,1139.0
7546,21470.0,42.0,0.0,2.0,53.0,1441.0
7550,10810.0,26.0,48124.0,0.0,45.0,1030.0
7551,9610.0,53.0,34132.0,3.0,47.0,5479.0
7553,27450.0,5.0,24469.0,4.0,44.0,7338.0
7557,20580.0,22.0,55123.0,0.0,39.0,5792.0
7561,9070.0,59.0,23714.0,3.0,52.0,5338.0
7566,6460.0,5.0,49576.0,1.0,25.0,2576.0
7569,21460.0,19.0,27652.0,0.0,53.0,2150.0
7577,34920.0,26.0,64947.0,0.0,36.0,1985.0
7578,17200.0,35.0,42687.0,6.0,26.0,4130.0
7579,26530.0,31.0,74706.0,8.0,41.0,4665.0
7586,11230.0,32.0,55328.0,2.0,42.0,3381.0
7595,1650.0,12.0,8234.0,3.0,45.0,5238.0
7598,8270.0,41.0,41746.0,0.0,26.0,3544.0
7600,19120.0,24.0,23264.0,3.0,62.0,2573.0
7611,4900.0,33.0,62783.0,7.0,35.0,7327.0
7615,14690.0,46.0,95942.0,6.0,36.0,2124.0
7617,15220.0,53.0,2724.0,0.0,58.0,1651.0
7629,8350.0,29.0,27521.0,0.0,41.0,2849.0
7633,11960.0,10.0,63610.0,3.0,41.0,3335.0
7637,17140.0,26.0,70840.0,5.0,46.0,5323.0
7645,10100.0,39.0,35436.0,4.0,57.0,4857.0
7646,19010.0,43.0,34033.0,5.0,62.0,7843.0
7650,4900.0,36.0,0.0,0.0,34.0,3883.0
7658,7620.0,33.0,7832.0,11.0,26.0,942.0
7668,26840.0,36.0,51120.0,2.0,44.0,4373.0
7673,12040.0,32.0,33953.0,0.0,46.0,2535.0
7675,22960.0,28.0,13765.0,0.0,39.0,3505.0
7683,8920.0,12.0,18237.0,0.0,56.0,2939.0
7685,43290.0,38.0,77508.0,1.0,42.0,1923.0
7687,15890.0,39.0,0.0,0.0,34.0,5586.0
7690,13650.0,5.0,55447.0,0.0,49.0,1158.0
7691,25190.0,17.0,27008.0,5.0,34.0,1562.0
7699,9670.0,38.0,15385.0,0.0,44.0,4614.0
7701,10830.0,59.0,10852.0,1.0,27.0,3392.0
7705,9460.0,41.0,30069.0,1.0,40.0,7345.0
7712,4740.0,48.0,70862.0,0.0,39.0,5005.0
7718,20260.0,24.0,0.0,4.0,38.0,3833.0
7724,9490.0,25.0,79899.0,0.0,44.0,4081.0
7727,19810.0,89.0,70618.0,0.0,66.0,7539.0
7730,19030.0,57.0,58251.0,0.0,43.0,4783.0
7734,12890.0,23.0,43393.0,1.0,52.0,5254.0
7735,13140.0,51.0,0.0,0.0,32.0,5273.0
7742,15080.0,28.0,5228.0,4.0,19.0,7085.0
7745,7750.0,26.0,24814.0,1.0,28.0,3513.0
7748,24330.0,36.0,112465.0,0.0,46.0,5992.0
7749,6800.0,6.0,0.0,1.0,53.0,1911.0
7755,4510.0,48.0,30111.0,9.0,35.0,2976.0
7759,7280.0,43.0,54807.0,2.0,47.0,3012.0
7762,15100.0,30.0,19759.0,4.0,42.0,2972.0
7763,9010.0,58.0,28107.0,3.0,47.0,3169.0
7768,6800.0,81.0,41924.0,0.0,53.0,3998.0
7770,13810.0,31.0,4564.0,0.0,32.0,7802.0
7772,14910.0,40.0,78458.0,0.0,66.0,4771.0
7773,17430.0,47.0,67700.0,4.0,40.0,4848.0
7784,5530.0,46.0,40277.0,6.0,42.0,4927.0
7790,5320.0,21.0,12240.0,0.0,26.0,3758.0
7795,5620.0,30.0,65483.0,0.0,41.0,1331.0
7796,8760.0,21.0,24601.0,1.0,48.0,3455.0
7802,17400.0,11.0,30956.0,3.0,50.0,4536.0
7805,8350.0,59.0,32474.0,0.0,36.0,5282.0
7817,37510.0,34.0,108990.0,0.0,61.0,8420.0
7821,6950.0,5.0,18047.0,1.0,35.0,6503.0
7823,17630.0,18.0,29928.0,2.0,48.0,3161.0
7824,22460.0,29.0,160103.0,0.0,50.0,3801.0
7828,13340.0,31.0,72383.0,0.0,46.0,1592.0
7842,17160.0,12.0,71235.0,0.0,43.0,4340.0
7866,7040.0,50.0,23427.0,1.0,28.0,5618.0
7867,14810.0,46.0,0.0,2.0,40.0,3029.0
7871,11930.0,40.0,47907.0,6.0,45.0,1538.0
7872,39540.0,30.0,95903.0,6.0,41.0,6693.0
7878,4300.0,27.0,0.0,0.0,28.0,3490.0
7881,19760.0,36.0,62971.0,10.0,35.0,2716.0
7883,23610.0,57.0,78260.0,9.0,35.0,4363.0
7884,7410.0,29.0,0.0,8.0,32.0,2922.0
7886,4310.0,33.0,28065.0,0.0,38.0,781.0
7889,16700.0,52.0,16720.0,5.0,32.0,3970.0
7890,21660.0,38.0,36844.0,7.0,36.0,8060.0
7896,12310.0,45.0,51165.0,0.0,45.0,4953.0
7903,6400.0,33.0,9444.0,4.0,49.0,4735.0
7904,8000.0,36.0,32924.0,4.0,37.0,7640.0
7908,4200.0,12.0,0.0,2.0,27.0,1453.0
7910,26620.0,22.0,0.0,2.0,53.0,5728.0
7912,29700.0,34.0,97670.0,0.0,56.0,2313.0
